time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-11-17T23:44:12.970Z,35.5926,-97.3721,8.96,2.6,mb_lg,,37,0.059,0.44,us,us1000htck,2019-01-30T18:36:21.040Z,"7km N of Spencer, Oklahoma",earthquake,1.1,5.6,0.106,23,reviewed,us,us
2018-11-17T21:34:25.070Z,38.8156,-97.5725,5,2.8,mb_lg,,97,0.803,1.02,us,us1000htb6,2019-01-30T18:36:20.040Z,"4km SE of Salina, Kansas",earthquake,3,2,0.078,43,reviewed,us,us
2018-11-17T18:39:02.940Z,36.9681667,-121.6096667,3.95,2.76,md,70,30,0.02558,0.1,nc,nc73112111,2018-11-22T16:47:57.581Z,"6km SW of Gilroy, CA",earthquake,0.12,0.24,0.173,104,reviewed,nc,nc
2018-11-17T18:32:39.450Z,35.4813333,-121.3178333,18.13,2.71,md,88,202,0.2303,0.18,nc,nc73112101,2018-11-20T03:17:03.638Z,"22km SSW of San Simeon, CA",earthquake,0.46,0.27,0.211,62,reviewed,nc,nc
2018-11-17T15:13:37.290Z,36.786,-98.3335,2.94,2.7,ml,,137,0.303,0.2,us,us1000ht73,2019-01-30T18:36:22.040Z,"4km NNE of Cherokee, Oklahoma",earthquake,1.3,2.8,0.216,20,reviewed,ok,ok
2018-11-16T17:25:19.970Z,36.9648,-97.8413,7.3,3,ml,,43,0.098,0.68,us,us1000hssn,2019-01-30T18:36:25.040Z,"19km NNW of Medford, Oklahoma",earthquake,1,2,0.217,22,reviewed,ok,ok
2018-11-16T10:31:49.970Z,37.231,-104.3849,2.42,2.7,ml,,83,0.094,0.29,us,us1000hsq1,2019-01-30T18:36:22.040Z,"12km NE of Trinidad, Colorado",earthquake,1.8,3.3,0.051,50,reviewed,us,us
2018-11-16T10:31:06.020Z,32.626,-115.5501667,5.43,2.9,ml,36,75,0.06518,0.25,ci,ci38135087,2018-11-19T20:32:30.809Z,"6km NNE of Progreso, B.C., MX",earthquake,0.33,0.73,0.154,83,reviewed,ci,ci
2018-11-16T08:57:11.190Z,34.207,-116.8603333,2.42,2.94,ml,117,22,0.07449,0.14,ci,ci38134999,2018-11-17T07:22:21.786Z,"6km SSW of Big Bear City, CA",earthquake,0.08,0.29,0.163,183,reviewed,ci,ci
2018-11-16T06:41:11.250Z,32.1985,-117.6826667,5.93,2.59,ml,14,306,0.616,0.35,ci,ci38134943,2018-11-16T16:43:46.557Z,"63km WSW of Rosarito, B.C., MX",earthquake,1.5,31.61,0.143,48,reviewed,ci,ci
2018-11-16T05:42:20.240Z,35.3695,-98.111,10.91,2.9,ml,,46,0.141,0.68,us,us1000hsjp,2019-01-30T18:36:25.040Z,"15km W of Union City, Oklahoma",earthquake,1.5,7.6,0.262,22,reviewed,ok,ok
2018-11-16T05:38:49.460Z,33.1596667,-115.6338333,3.01,2.94,ml,64,26,0.02341,0.24,ci,ci38134895,2019-01-30T18:36:25.040Z,"12km WNW of Calipatria, CA",earthquake,0.16,0.27,0.17,94,reviewed,ci,ci
2018-11-15T23:12:50.830Z,40.3841667,-123.768,23.34,2.52,md,34,39,0.0583,0.14,nc,nc73111381,2018-11-16T23:47:03.134Z,"30km N of Redway, CA",earthquake,0.21,0.33,0.138,31,reviewed,nc,nc
2018-11-15T20:51:21.320Z,43.6185,-105.3521,0,3.3,ml,,74,1.076,0.76,us,us1000hsbn,2019-01-30T18:36:24.040Z,"Wyoming",mining explosion,7.1,1.7,0.042,76,reviewed,us,us
2018-11-15T19:48:30.550Z,36.6781667,-121.3031667,4.15,2.6,md,54,64,0.0678,0.06,nc,nc73111256,2018-11-16T18:35:03.168Z,"12km S of Tres Pinos, CA",earthquake,0.15,0.61,0.184,74,reviewed,nc,nc
2018-11-15T17:20:30.370Z,36.7915,-97.7327,5,2.9,mb_lg,,40,0.118,0.28,us,us1000hs71,2019-01-30T18:36:21.040Z,"1km S of Medford, Oklahoma",earthquake,1.3,1.7,0.092,31,reviewed,us,us
2018-11-15T15:02:37.470Z,35.9622,-96.7613,6.32,2.7,ml,,82,0.046,0.26,us,us1000hs57,2019-01-30T18:36:20.040Z,"2km SSE of Cushing, Oklahoma",earthquake,0.8,1.7,0.192,14,reviewed,ok,ok
2018-11-15T12:07:55.720Z,36.1966,-102.4994,3.64,2.8,mb_lg,,102,0.308,0.42,us,us1000hs4b,2019-01-30T18:36:24.040Z,"15km N of Dalhart, Texas",earthquake,4,3.5,0.193,7,reviewed,us,us
2018-11-15T09:33:12.630Z,42.6699,-111.4571,9.83,3.8,mwr,,50,0.203,0.51,us,us1000hs2y,2019-01-30T18:36:24.040Z,"12km E of Soda Springs, Idaho",earthquake,2.4,6.5,0.039,63,reviewed,us,us
2018-11-15T06:40:26.220Z,33.157,-115.636,3.26,3.45,ml,72,25,0.02662,0.24,ci,ci38133927,2019-01-30T18:36:24.040Z,"12km WNW of Calipatria, CA",earthquake,0.15,0.29,0.135,279,reviewed,ci,ci
2018-11-15T02:57:11.730Z,35.7028333,-121.0193333,8.38,2.61,md,61,109,0.1242,0.08,nc,nc73110956,2018-11-16T18:50:02.249Z,"13km WSW of Lake Nacimiento, CA",earthquake,0.16,0.69,0.134,54,reviewed,nc,nc
2018-11-15T02:38:37.000Z,42.6734,-111.4714,10,2.8,ml,,50,0.21,0.74,us,us1000hrzx,2019-01-30T18:36:24.040Z,"11km E of Soda Springs, Idaho",earthquake,2.4,2,0.036,102,reviewed,us,us
2018-11-15T00:48:51.150Z,37.4288,-97.4085,5,2.5,ml,,99,0.336,0.31,us,us1000hrza,2019-01-30T18:36:21.040Z,"11km SE of Clearwater, Kansas",earthquake,2.1,1.9,0.077,22,reviewed,us,us
2018-11-14T21:51:23.060Z,42.6567,-111.4654,7.62,3.1,ml,,71,0.193,0.54,us,us1000hrw3,2019-01-30T18:36:24.040Z,"11km E of Soda Springs, Idaho",earthquake,1.4,5.6,0.042,76,reviewed,us,us
2018-11-14T15:56:32.450Z,35.9948333,-117.694,2.4,2.64,ml,33,31,0.0587,0.14,ci,ci38362936,2018-11-15T00:04:15.317Z,"20km ENE of Little Lake, CA",earthquake,0.13,0.19,0.157,90,reviewed,ci,ci
2018-11-14T07:09:18.700Z,36.9548,-97.9588,4.63,2.5,ml,,50,0.004,0.27,us,us1000hrht,2019-01-30T18:36:23.040Z,"22km SSE of Anthony, Kansas",earthquake,1,1.2,,,reviewed,ok,ok
2018-11-14T03:08:50.040Z,36.2908,-97.0122,5.32,3.3,mb_lg,,52,0.028,0.32,us,us1000hrgv,2019-01-30T18:36:21.040Z,"19km NNE of Stillwater, Oklahoma",earthquake,1.1,1.3,0.049,108,reviewed,us,us
2018-11-13T22:11:23.710Z,43.9901,-105.2883,0,3.2,ml,,108,0.912,0.28,us,us1000hre7,2019-01-30T18:36:23.040Z,"Wyoming",mining explosion,6,1.8,0.059,42,reviewed,us,us
2018-11-13T20:28:53.190Z,36.4662,-98.7693,5.47,2.8,ml,,85,0.031,0.83,us,us1000hrd2,2019-01-30T18:36:23.040Z,"33km NW of Fairview, Oklahoma",earthquake,1.4,4,0.212,25,reviewed,ok,ok
2018-11-13T19:01:33.400Z,46.9721,-112.5253,12.75,2.6,ml,,125,0.091,1.03,us,us1000hrcg,2019-01-30T18:36:23.040Z,"12km E of Lincoln, Montana",earthquake,2.9,4.6,0.051,50,reviewed,us,us
2018-11-13T17:17:23.740Z,42.6636,-111.4842,5,3,ml,,66,0.205,1.07,us,us1000hrb5,2019-01-30T18:36:23.040Z,"9km E of Soda Springs, Idaho",earthquake,1.1,1.8,0.034,116,reviewed,us,us
2018-11-13T09:54:09.150Z,34.0308333,-116.601,10.44,2.51,ml,88,34,0.03974,0.15,ci,ci38360968,2018-11-14T06:17:39.335Z,"3km SW of Morongo Valley, CA",earthquake,0.12,0.25,0.16,25,reviewed,ci,ci
2018-11-13T05:21:49.980Z,36.4116667,-120.7423333,15.85,2.54,md,67,73,0.2011,0.12,nc,nc73110146,2018-11-16T05:03:04.071Z,"6km W of New Idria, CA",earthquake,0.19,0.47,0.194,67,reviewed,nc,nc
2018-11-12T23:52:23.250Z,42.653,-111.4862,5,3.2,ml,,140,0.196,0.3,us,us1000hr34,2019-01-30T18:36:20.040Z,"9km E of Soda Springs, Idaho",earthquake,0.8,1.9,0.037,96,reviewed,us,us
2018-11-12T21:30:49.180Z,35.796,-96.9652,8.72,2.6,ml,,79,0.186,0.22,us,us1000hr01,2019-01-30T18:36:20.040Z,"12km NW of Chandler, Oklahoma",earthquake,1.1,9.8,0.322,22,reviewed,ok,ok
2018-11-12T18:39:18.780Z,36.4018,-96.8737,5,3,mb_lg,,69,0.058,0.26,us,us1000hqw3,2019-01-30T18:36:20.040Z,"9km NW of Pawnee, Oklahoma",earthquake,0.9,1.9,0.06,72,reviewed,us,us
2018-11-12T13:14:32.110Z,36.3682,-97.7128,7.23,2.5,ml,,34,0.182,0.23,us,us1000hqty,2019-01-30T18:36:20.040Z,"15km ESE of Enid, Oklahoma",earthquake,1,5.6,0.228,23,reviewed,ok,ok
2018-11-12T11:25:05.150Z,36.3688,-97.7095,6.72,2.5,ml,,46,0.184,0.32,us,us1000hqu0,2019-01-30T18:36:20.040Z,"15km E of Enid, Oklahoma",earthquake,1.1,5.3,0.195,20,reviewed,ok,ok
2018-11-12T00:53:47.320Z,39.229,-120.0988333,3.59,2.95,md,21,60,0.2112,0.09,nc,nc73109741,2018-12-13T01:05:16.629Z,"4km WSW of Tahoe Vista, CA",earthquake,0.19,1.12,0.138,66,reviewed,nc,nc
2018-11-11T23:30:39.820Z,36.2867,-97.5135,7.2,2.5,ml,,50,0.213,0.19,us,us1000hqns,2019-01-21T16:42:54.040Z,"20km W of Perry, Oklahoma",earthquake,0.8,5.2,0.179,23,reviewed,ok,ok
2018-11-11T18:44:32.590Z,36.7682,-98.0628,6.84,2.7,ml,,97,0.095,0.23,us,us1000hqm5,2019-01-21T16:42:54.040Z,"26km E of Cherokee, Oklahoma",earthquake,1.3,2,0.208,25,reviewed,ok,ok
2018-11-11T06:44:56.069Z,40.4561,-116.1253,7.7,3.3,ml,41,83.22,0.502,0.1737,nn,nn00665118,2019-01-21T16:42:55.040Z,"28km S of Carlin, Nevada",earthquake,,2.9,0.29,24,reviewed,nn,nn
2018-11-10T20:01:08.410Z,38.0626667,-122.2278333,8.51,2.7,md,84,94,0.006328,0.14,nc,nc73109351,2018-11-14T03:03:38.218Z,"2km NW of Crockett, CA",earthquake,0.18,0.24,0.125,87,reviewed,nc,nc
2018-11-10T19:56:02.860Z,38.061,-122.2285,8.84,3.53,mw,192,61,0.006408,0.17,nc,nc73109341,2019-01-21T16:42:53.040Z,"2km NW of Crockett, CA",earthquake,0.11,0.16,,5,reviewed,nc,nc
2018-11-10T14:11:54.750Z,36.6686667,-121.2943333,5.89,3.45,mw,68,54,0.05996,0.09,nc,nc73109266,2019-01-21T16:42:59.040Z,"14km S of Tres Pinos, CA",earthquake,0.13,0.4,,4,reviewed,nc,nc
2018-11-10T10:38:37.280Z,32.7803333,-116.4071667,12.11,2.57,ml,81,53,0.1113,0.25,ci,ci38357360,2018-11-12T18:41:18.410Z,"12km ESE of Pine Valley, CA",earthquake,0.17,0.48,0.139,118,reviewed,ci,ci
2018-11-09T20:31:48.410Z,39.4251667,-123.2875,5.55,3.79,mw,51,55,0.05842,0.08,nc,nc73109006,2019-01-21T16:42:59.040Z,"6km ENE of Willits, CA",earthquake,0.12,0.3,,6,reviewed,nc,nc
2018-11-09T14:58:09.270Z,33.4853333,-116.8048333,1.43,3.78,mw,138,12,0.02722,0.22,ci,ci38355456,2019-01-21T16:42:59.040Z,"7km NE of Aguanga, CA",earthquake,0.1,0.23,,4,reviewed,ci,ci
2018-11-09T14:48:40.000Z,33.4835,-116.803,1.95,2.95,ml,132,21,0.02888,0.23,ci,ci38355368,2019-01-21T16:42:59.040Z,"7km NE of Aguanga, CA",earthquake,0.11,0.26,0.15,153,reviewed,ci,ci
2018-11-09T14:45:50.680Z,33.4835,-116.8021667,2.05,3.7,mw,135,12,0.02883,0.26,ci,ci38355352,2019-01-21T16:42:59.040Z,"7km NE of Aguanga, CA",earthquake,0.11,0.25,,4,reviewed,ci,ci
2018-11-09T14:45:28.630Z,33.4813333,-116.8018333,1.88,2.94,ml,136,21,0.03098,0.22,ci,ci38355344,2018-11-09T16:27:03.980Z,"7km NE of Aguanga, CA",earthquake,0.1,0.24,0.129,95,reviewed,ci,ci
2018-11-09T14:33:51.830Z,25.9824,-110.4898,10,4.9,mb,,153,2.339,1.06,us,us1000hpq9,2019-01-21T16:42:57.040Z,"91km E of Loreto, Mexico",earthquake,8.2,1.9,0.048,136,reviewed,us,us
2018-11-09T14:01:29.020Z,33.1963333,-115.6086667,3.8,2.53,ml,55,43,0.01759,0.25,ci,ci38355296,2018-11-09T22:04:07.738Z,"10km WSW of Niland, CA",earthquake,0.17,0.17,0.207,75,reviewed,ci,ci
2018-11-09T07:49:44.150Z,32.402,-115.2543333,20.45,2.73,ml,32,114,0.04627,0.28,ci,ci38355104,2018-11-09T17:59:37.560Z,"8km NW of Delta, B.C., MX",earthquake,0.45,1.35,0.141,46,reviewed,ci,ci
2018-11-09T05:57:06.020Z,32.3843333,-115.2398333,12.13,3.25,ml,31,118,0.06533,0.38,ci,ci38354928,2019-01-21T16:42:59.040Z,"6km NW of Delta, B.C., MX",earthquake,0.71,1.56,0.154,193,reviewed,ci,ci
2018-11-09T04:12:24.100Z,35.2266667,-118.8758333,14.06,2.98,ml,45,42,0.1064,0.19,ci,ci38354872,2019-01-21T16:42:59.040Z,"5km WNW of Arvin, CA",earthquake,0.18,0.41,0.14,101,reviewed,ci,ci
2018-11-09T04:12:12.880Z,47.6025,-70.162,11.19,2.6,mb_lg,,107,0.814,0.31,us,us1000hpkz,2019-01-21T16:42:52.040Z,"6km S of La Malbaie, Canada",earthquake,5,6.7,0.208,6,reviewed,us,us
2018-11-08T23:47:38.590Z,36.4603333,-121.0425,4.98,2.72,md,68,78,0.04026,0.08,nc,nc73108516,2018-11-09T19:04:26.656Z,"12km SE of Pinnacles, CA",earthquake,0.1,0.34,0.2,83,reviewed,nc,nc
2018-11-08T22:02:09.150Z,43.7414,-105.3351,0,3.4,ml,,96,1.012,0.9,us,us1000hpfy,2019-01-21T16:42:51.040Z,"Wyoming",mining explosion,2.3,1.7,0.041,80,reviewed,us,us
2018-11-08T20:21:19.000Z,40.3676667,-124.728,23.86,2.64,md,29,236,0.317,0.25,nc,nc73108471,2018-11-09T03:07:02.654Z,"38km W of Petrolia, CA",earthquake,1.49,3.97,0.139,22,reviewed,nc,nc
2018-11-08T19:37:58.690Z,36.699,-97.6743,7.22,2.5,ml,,59,,0.15,us,us1000hpd1,2019-01-21T16:42:54.040Z,"13km SSE of Medford, Oklahoma",earthquake,0.9,4.7,0.209,47,reviewed,ok,ok
2018-11-08T17:16:50.040Z,33.7793333,-116.1338333,7.87,3.2,ml,119,34,0.07507,0.17,ci,ci38354328,2019-01-21T16:42:59.040Z,"10km NE of Indio, CA",earthquake,0.1,0.4,0.153,260,reviewed,ci,ci
2018-11-08T01:58:35.180Z,37.7951667,-121.6116667,15.61,2.78,md,87,37,0.03257,0.14,nc,nc73108236,2018-11-12T01:07:34.404Z,"6km WNW of Mountain House, CA",earthquake,0.17,0.26,0.127,77,reviewed,nc,nc
2018-11-07T21:47:15.350Z,43.4937,-105.3904,0,3.2,ml,,48,1.164,0.57,us,us1000hp01,2019-01-21T16:42:51.040Z,"Wyoming",mining explosion,3.3,1.7,0.062,46,reviewed,us,us
2018-11-07T17:37:18.210Z,36.2803,-97.5094,6.4,2.5,mb_lg,,31,0.222,0.14,us,us2000i846,2019-01-21T16:42:54.040Z,"19km W of Perry, Oklahoma",earthquake,1.2,5.2,0.093,30,reviewed,us,us
2018-11-07T06:24:40.440Z,33.4936667,-116.5148333,14.03,2.87,ml,117,26,0.06508,0.18,ci,ci38352440,2018-11-08T00:30:14.233Z,"16km ESE of Anza, CA",earthquake,0.11,0.19,0.222,25,reviewed,ci,ci
2018-11-07T03:35:46.400Z,36.5277,-112.7955,5.58,2.5,ml,,30,0.418,0.68,us,us2000i7te,2019-01-21T16:42:59.040Z,"52km SSW of Fredonia, Arizona",earthquake,2.4,1.5,0.041,78,reviewed,us,us
2018-11-06T19:28:11.480Z,37.7171667,-122.1216667,5.38,2.53,md,96,28,0.00723,0.11,nc,nc73107571,2019-01-16T16:14:25.903Z,"3km ESE of San Leandro, CA",earthquake,0.09,0.15,0.149,84,reviewed,nc,nc
2018-11-06T06:55:23.322Z,40.3268,-119.6852,3.8,2.8,ml,16,77.52,0.397,0.1466,nn,nn00664430,2019-01-21T16:42:55.040Z,"38km SW of Gerlach-Empire, Nevada",earthquake,,2.9,0.15,7,reviewed,nn,nn
2018-11-06T06:35:51.550Z,36.1476667,-118.0665,0.59,3.48,ml,32,76,0.1739,0.17,ci,ci38351080,2019-01-21T16:42:59.040Z,"16km NW of Coso Junction, CA",earthquake,0.18,0.5,0.14,302,reviewed,ci,ci
2018-11-06T04:19:54.520Z,40.3806667,-120.7603333,-1.21,2.51,md,30,90,0.1974,0.17,nc,nc73107306,2018-11-07T03:45:03.696Z,"10km WSW of Susanville, CA",earthquake,0.45,4.24,0.066,32,reviewed,nc,nc
2018-11-05T21:09:41.610Z,43.7631,-105.3528,0,3.4,ml,,80,1.016,0.39,us,us2000i776,2019-01-21T16:42:51.040Z,"Wyoming",mining explosion,7.5,1.7,0.059,56,reviewed,us,us
2018-11-05T14:30:27.700Z,36.7884,-97.7317,4.82,2.7,mb_lg,,40,0.12,0.19,us,us2000i70e,2019-01-21T16:42:54.040Z,"2km S of Medford, Oklahoma",earthquake,1.3,6.2,0.086,35,reviewed,us,us
2018-11-05T00:53:57.000Z,35.2355,-97.7523,6.28,3.3,ml,,53,,0.4,us,us2000i6u3,2019-01-21T16:42:54.040Z,"8km SE of Tuttle, Oklahoma",earthquake,1.1,4.9,,,reviewed,ok,ok
2018-11-04T21:31:39.320Z,35.1715,-111.541,5,3.1,ml,,94,0.37,0.85,us,us2000i6t5,2019-01-21T14:29:47.040Z,"10km ESE of Flagstaff, Arizona",earthquake,1.1,1.9,0.038,89,reviewed,us,us
2018-11-04T21:11:10.870Z,37.8813333,-112.5428333,7.44,2.63,ml,27,54,0.3254,0.2,uu,uu60303587,2019-01-21T14:29:47.040Z,"11km NW of Panguitch, Utah",earthquake,0.39,0.89,0.115,11,reviewed,uu,uu
2018-11-04T10:22:18.790Z,36.7785,-121.5086667,7.82,2.72,md,61,42,0.02841,0.1,nc,nc73106391,2018-11-30T19:06:18.115Z,"8km SSE of San Juan Bautista, CA",earthquake,0.14,0.22,0.153,91,reviewed,nc,nc
2018-11-04T06:20:26.700Z,31.7416,-104.5739,5,2.6,ml,,107,0.498,0.3,us,us2000i6lz,2019-01-21T14:29:46.040Z,"75km SW of Loving, New Mexico",earthquake,2.4,1.9,0.085,18,reviewed,us,us
2018-11-04T05:58:57.250Z,36.5467,-112.7977,5,2.5,ml,,57,0.424,0.38,us,us2000i6ln,2019-01-21T14:29:46.040Z,"50km SSW of Fredonia, Arizona",earthquake,1.7,1.9,0.052,48,reviewed,us,us
2018-11-04T03:00:08.080Z,28.9886,-97.903,5,2.8,mb_lg,,106,0.156,0.73,us,us2000i6kn,2019-01-21T14:29:46.040Z,"11km N of Karnes City, Texas",earthquake,5.1,2,0.083,38,reviewed,us,us
2018-11-04T02:10:43.620Z,35.7567,-97.9638,8.18,2.6,ml,,68,,0.65,us,us2000i6kd,2019-01-21T14:29:46.040Z,"3km NNE of Okarche, Oklahoma",earthquake,1.1,8.6,,,reviewed,ok,ok
2018-11-03T16:20:28.920Z,36.6843333,-121.3143333,4.84,2.82,md,57,53,0.07332,0.07,nc,nc73106096,2018-11-09T04:00:01.693Z,"12km S of Tres Pinos, CA",earthquake,0.13,0.58,0.17,91,reviewed,nc,nc
2018-11-03T14:50:15.020Z,40.297,-124.4356667,7.35,2.64,md,21,255,0.1166,0.17,nc,nc73106061,2018-11-07T23:26:02.335Z,"13km WSW of Petrolia, CA",earthquake,1.33,0.66,0.264,35,reviewed,nc,nc
2018-11-02T20:23:06.300Z,39.2963,-114.6964,0,2.6,ml,10,146.76,0.277,1.9822,nn,nn00663977,2018-11-03T02:04:22.580Z,"13km SSE of McGill, Nevada",explosion,,0,0.7,3,reviewed,nn,nn
2018-11-02T19:18:52.190Z,36.6798333,-121.3051667,4.05,2.6,md,54,65,0.06925,0.07,nc,nc73105481,2018-11-03T04:58:02.403Z,"12km S of Tres Pinos, CA",earthquake,0.14,0.59,0.165,74,reviewed,nc,nc
2018-11-02T18:00:11.510Z,43.5244,-105.3103,0,3.3,ml,,79,1.098,0.81,us,us1000hprr,2019-01-21T14:29:44.040Z,"Wyoming",mining explosion,5.6,1.7,0.049,54,reviewed,us,us
2018-11-02T17:02:54.770Z,36.6725,-121.3016667,5.6,2.94,md,54,54,0.0624,0.07,nc,nc73105396,2018-11-04T07:08:09.051Z,"13km S of Tres Pinos, CA",earthquake,0.12,0.49,0.149,99,reviewed,nc,nc
2018-11-02T17:00:01.620Z,47.5584,-92.9819,0,2.7,mb_lg,,103,1.075,0.75,us,us2000i5yc,2019-01-21T14:29:44.040Z,"Minnesota",mining explosion,4.6,2,0.136,14,reviewed,us,us
2018-11-02T16:54:05.080Z,36.6725,-121.2971667,5.46,2.84,md,60,65,0.0631,0.06,nc,nc73105381,2018-11-03T03:57:03.823Z,"13km S of Tres Pinos, CA",earthquake,0.11,0.5,0.165,72,reviewed,nc,nc
2018-11-02T16:22:48.990Z,45.8738,-111.4011,5,2.5,ml,,88,0.057,0.43,us,us2000i648,2019-01-21T14:29:44.040Z,"5km WNW of Manhattan, Montana",earthquake,2.9,2,0.062,34,reviewed,us,us
2018-11-02T16:19:30.540Z,36.6861667,-121.3178333,6.54,3.31,ml,74,53,0.0752,0.11,nc,nc73105366,2019-01-21T14:29:44.040Z,"12km S of Tres Pinos, CA",earthquake,0.13,0.49,0.155,49,reviewed,nc,nc
2018-11-02T15:55:10.630Z,36.672,-121.2966667,4.33,2.59,md,60,66,0.06271,0.05,nc,nc73105356,2018-11-03T04:43:03.312Z,"13km S of Tres Pinos, CA",earthquake,0.11,0.51,0.16,69,reviewed,nc,nc
2018-11-02T15:52:11.250Z,36.6765,-121.3026667,5.48,2.96,md,56,54,0.06621,0.05,nc,nc73105351,2019-01-21T14:29:44.040Z,"13km S of Tres Pinos, CA",earthquake,0.11,0.51,0.151,77,reviewed,nc,nc
2018-11-02T15:27:03.690Z,36.6763333,-121.303,5.27,3.55,mw,65,54,0.06601,0.07,nc,nc73105346,2019-01-21T14:29:44.040Z,"13km S of Tres Pinos, CA",earthquake,0.12,0.52,,5,reviewed,nc,nc
2018-11-02T15:15:48.880Z,36.6775,-121.3038333,5.08,3.12,ml,59,54,0.06707,0.06,nc,nc73105336,2019-01-21T14:29:44.040Z,"13km S of Tres Pinos, CA",earthquake,0.11,0.58,0.166,40,reviewed,nc,nc
2018-11-02T13:22:45.940Z,36.6793333,-121.3055,2.61,3.56,mw,31,77,0.06873,0.05,nc,nc73105296,2018-11-03T16:06:44.688Z,"12km S of Tres Pinos, CA",earthquake,0.19,1.05,,6,reviewed,nc,nc
2018-11-02T13:10:56.050Z,36.6866667,-121.317,5.47,2.9,md,55,54,0.07568,0.06,nc,nc73105291,2018-11-03T01:32:03.894Z,"12km S of Tres Pinos, CA",earthquake,0.13,0.54,0.178,83,reviewed,nc,nc
2018-11-02T13:01:14.920Z,36.6828333,-121.3213333,5.52,3.09,ml,69,53,0.07203,0.14,nc,nc73105281,2019-01-21T14:29:44.040Z,"12km S of Tres Pinos, CA",earthquake,0.13,0.64,0.111,12,reviewed,nc,nc
2018-11-02T12:58:54.230Z,36.6801667,-121.3146667,6.48,4.11,mw,80,54,0.06916,0.15,nc,nc73105276,2019-01-21T14:29:44.040Z,"12km S of Tres Pinos, CA",earthquake,0.14,0.51,,5,reviewed,nc,nc
2018-11-02T12:39:45.790Z,45.8628,-111.3636,4.15,2.5,ml,,89,0.324,0.7,us,us2000i5ve,2019-01-21T14:29:44.040Z,"2km WNW of Manhattan, Montana",earthquake,1.8,7.1,0.053,46,reviewed,us,us
2018-11-02T03:56:20.310Z,30.957,-103.4725,7.27,3.1,ml,,69,0.132,0.45,us,us2000i5r8,2019-01-21T14:29:43.040Z,"51km S of Pecos, Texas",earthquake,1.7,1,0.059,38,reviewed,us,us
2018-11-02T03:07:16.920Z,35.2343,-97.7225,6.76,2.5,ml,,58,0.095,0.52,us,us2000i5qg,2019-01-21T14:29:43.040Z,"10km SE of Tuttle, Oklahoma",earthquake,1.2,1.4,0.222,24,reviewed,ok,ok
2018-11-01T20:00:30.290Z,43.8075,-105.2091,0,3.6,ml,,98,0.903,1.21,us,us1000hp8a,2019-01-21T14:29:43.040Z,"Wyoming",mining explosion,5,1.8,0.042,74,reviewed,us,us
2018-11-01T16:55:36.810Z,35.927,-89.9261667,13.11,2.63,md,48,39,0.04928,0.11,nm,nm60217432,2019-01-21T14:29:42.040Z,"0km W of Blytheville, Arkansas",earthquake,0.22,0.29,0.133,27,reviewed,nm,nm
2018-11-01T10:29:50.650Z,38.0578333,-112.8108333,11.61,2.51,ml,28,46,0.1548,0.18,uu,uu60303172,2019-01-21T14:29:42.040Z,"23km N of Parowan, Utah",earthquake,0.32,0.61,0.15,11,reviewed,uu,uu
2018-11-01T06:37:14.220Z,36.234,-98.1635,5,2.5,mb_lg,,45,0.104,0.37,us,us2000i54y,2019-01-21T14:29:42.040Z,"19km NE of Okeene, Oklahoma",earthquake,1.4,1.9,0.082,39,reviewed,us,us
2018-11-01T04:30:19.380Z,34.0456,-106.3369,8.54,3.2,ml,,36,0.262,0.78,us,us2000i53p,2019-01-21T14:29:42.040Z,"51km E of Socorro, New Mexico",earthquake,4.3,8.6,0.128,8,reviewed,us,us
2018-10-31T23:50:49.970Z,32.8871,-100.9162,5,3,mb_lg,,39,0.017,1.03,us,us2000i503,2019-01-21T14:29:41.040Z,"18km N of Snyder, Texas",earthquake,2.4,2,0.055,106,reviewed,us,us
2018-10-31T18:03:25.770Z,33.8691667,-116.8948333,12.99,2.66,ml,119,22,0.08613,0.15,ci,ci37409762,2018-11-04T12:36:50.283Z,"6km SSW of Banning, CA",earthquake,0.09,0.24,0.178,149,reviewed,ci,ci
2018-10-31T15:38:20.440Z,37.3831667,-121.7396667,6.38,2.66,md,84,33,0.02543,0.06,nc,nc73104291,2018-11-01T04:30:03.144Z,"8km ENE of Alum Rock, CA",earthquake,0.08,0.16,0.17,104,reviewed,nc,nc
2018-10-31T09:34:14.280Z,35.9569,-96.7606,6.18,2.7,mb_lg,,63,0.05,0.22,us,us2000i4hx,2019-01-21T14:29:41.040Z,"3km S of Cushing, Oklahoma",earthquake,1,1.7,0.061,69,reviewed,us,us
2018-10-31T09:28:07.090Z,36.2118,-98.9145,6.83,2.5,ml,,186,0.099,0.33,us,us2000i4hu,2019-01-21T14:29:41.040Z,"19km NNE of Taloga, Oklahoma",earthquake,1.8,4.7,,,reviewed,ok,ok
2018-10-30T17:59:43.340Z,48.437,-122.567166666667,5.63,2.89,ml,22,69,,0.33,uw,uw61500202,2019-01-21T14:29:40.040Z,"9km SSE of Anacortes, Washington",earthquake,0.48,1.26,0.233442422827952,16,reviewed,uw,uw
2018-10-30T14:55:22.660Z,37.4786,-99.799,5,2.8,mb_lg,,115,1.091,0.36,us,us1000hj16,2019-01-21T14:29:40.040Z,"32km N of Ashland, Kansas",earthquake,2.5,2,0.065,61,reviewed,us,us
